STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.060978889,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,PRICE,Retail price controls and regulation,A,Annual,2018,,0.555555582,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.444444418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.843915343,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.400000006,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,2.652777672,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,1.555555582,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,3.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.424634933,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.123295546,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.337500095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.909090877,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.514511704,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.553846121,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.475177288,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.63609761,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.142305002,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,TFI,Barriers to trade facilitation,A,Annual,2018,,1.265987754,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVK,Slovak Republic,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,PMR,Product market regulation,A,Annual,2018,,1.182309151,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.136016965,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,0.219298244,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,0.315789461,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.363752723,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,PRICE,Retail price controls and regulation,A,Annual,2018,,1.823529363,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.466666698,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.398148179,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.766666651,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.825000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,1.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,2.400000095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.228601336,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,1.220833302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,1.274999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.166666627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.880922556,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,2.00641036,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.755434752,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.584048271,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.233160004,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,TFI,Barriers to trade facilitation,A,Annual,2018,,1.018984795,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SVN,Slovenia,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,PMR,Product market regulation,A,Annual,2018,,1.17914179,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.389114618,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.169956207,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.736842155,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.472387552,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,PRICE,Retail price controls and regulation,A,Annual,2018,,0.666666687,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.111111164,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,2.611772537,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.524999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.800000012,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,2.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,0.969168961,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,0.831250012,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,1.162500024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.596754789,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.907051325,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.286458373,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.479502082,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.062677503,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,TFI,Barriers to trade facilitation,A,Annual,2018,,0.875828743,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,ESP,Spain,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,PMR,Product market regulation,A,Annual,2018,,0.8636204,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,0.878849924,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,0.342105269,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,0.473684222,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,0.644444466,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,PRICE,Retail price controls and regulation,A,Annual,2018,,0.333333343,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.333333373,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,0.444444448,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.466666669,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.649999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.800000012,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,0.848390877,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,1.214583397,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,1.262500048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.166666627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,0.906650662,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,0.657051265,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.15625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.423938572,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.045285001,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,TFI,Barriers to trade facilitation,A,Annual,2018,,0.726530731,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,SWE,Sweden,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,PMR,Product market regulation,A,Annual,2018,,1.478002727,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.427418351,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.206140399,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.578947425,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.326114655,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,PRICE,Retail price controls and regulation,A,Annual,2018,,1.058823586,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,0.953968287,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,1.666666627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.200000003,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,3.299999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.528587103,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.507386208,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.287499905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,2.727272749,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.429375648,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHE,Switzerland,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,0.438461542,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
